tempo,harmony_mean,harmony_var,percussive_mean,percussive_var,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,roloff_mean,roloff_var,zero_crosing_rate_mean,zero_crosing_rate_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,label
135.9991776,-1.42E-06,0.005801019,-1.81E-05,0.001681116,0.355074286,0.08675082,0.082347721,0.002957531,1533.876264,453269.4758,1696.928538,202598.3729,3117.38115,1951473.021,0.071123531,0.001826815,-207.2559967,11795.4082,130.9420929,835.9741821,-18.49467659,502.5842285,33.30271149,369.9967957,-3.91527009,446.4876099,15.38752556,126.005394,-6.387579441,237.041748,2.944072723,131.2960052,-16.789217,155.0165253,7.092697144,183.8125916,-8.581947327,127.6390991,4.809294224,72.23261261,-12.24360752,119.9259644,-1.022543311,66.20645905,-4.543361664,77.51927948,-6.069126129,64.3259201,-5.536730766,57.92282486,-2.362811089,48.31838989,-6.52875185,65.59309387,-5.895575047,53.84388351,country
78.30255682,-6.64E-06,0.040316314,2.31E-05,0.007682091,0.31475237,0.083082438,0.237846583,0.003464956,2166.869797,393627.9198,2397.842449,151931.1228,4663.396801,1992165.734,0.094451054,0.001494377,-45.27029419,2397.431396,92.85003662,633.4581909,-1.102965355,231.19841,42.93798447,237.1691895,12.82423687,159.7417755,9.809557915,89.34239197,-2.00651288,123.8678513,7.786722183,66.24369049,0.557174981,57.57250214,1.212877631,111.7557831,-3.59824419,56.57637787,5.300741196,52.2626152,-0.071119159,58.7686615,0.278515935,80.34191895,-1.136037469,55.69058228,4.279610634,56.89853287,-6.355861664,70.98511505,2.020553112,44.4135437,-3.896028519,55.97024918,0.738548517,75.84266663,country
143.5546875,1.11E-05,0.026998542,9.97E-06,0.010641029,0.380915672,0.08265508,0.220833227,0.004230835,2157.173866,338902.7152,2160.156325,87739.83887,4477.806257,1293633.316,0.108256715,0.002903089,-42.13331604,2048.585938,106.2745514,573.6972656,-24.214571,259.7767639,44.66524887,151.4608154,-12.33040142,126.1065674,20.51320648,100.6335526,-16.03775406,80.54003906,18.48480225,65.94529724,-18.77637291,82.0617981,15.50535488,69.38476563,-15.45962429,60.17657471,8.930109024,62.99420547,-9.976831436,48.47264862,6.924949646,57.29911423,-8.792472839,55.41334915,4.570454597,50.19419861,-9.036317825,47.61962891,1.060455561,48.50745392,-6.445428848,40.99712372,-0.992103398,48.50608826,country
135.9991776,-4.66E-07,0.01215201,7.64E-06,0.005406018,0.371188104,0.081247777,0.147411332,0.002382568,1927.367571,271003.03,1972.027627,83129.77421,3883.251519,1040454.677,0.099030391,0.001745489,-91.66023254,1766.565063,115.8656387,578.1870728,-30.20729446,220.4330444,52.28284454,220.375412,-5.02939415,239.2632751,16.95968628,100.6246567,-15.6652689,124.0624237,13.54130554,86.94373322,-12.76992702,96.85358429,15.97210312,91.3140564,-11.97041035,69.02464294,11.06490707,64.44879913,-9.962525368,61.3139267,2.096218109,61.07670975,-7.830179214,77.84475708,5.033546448,41.42291641,-7.304823399,62.6497612,3.047986507,49.70552063,-4.441642284,47.11974335,-2.23076129,41.11940765,country
73.828125,-6.99E-07,0.014313489,-9.60E-06,0.002669573,0.337934911,0.087262273,0.135480255,0.001886449,1596.183593,278825.8082,1853.273054,101880.464,3291.43843,1182453.079,0.069265265,0.001254948,-146.0179749,3177.095947,124.6434708,629.8181763,-17.91716194,536.0102539,49.22839355,266.2786255,-0.175184131,231.2631073,22.79127502,149.3506012,-7.174210548,157.4459076,16.74168205,83.88291931,-9.728215218,179.76297,15.44006348,97.82102966,-7.620411873,82.39004517,10.91732216,84.40885925,-3.446046829,80.05516052,5.420884132,74.08557129,-4.938008785,56.11479187,5.116790771,66.7117691,-8.052085876,75.05778503,2.638562202,53.84128189,-1.848043203,54.72842407,-3.414517641,77.78600311,country
184.5703125,7.92E-07,0.012002644,-1.80E-05,0.002615005,0.337355405,0.082770415,0.131474942,0.001643597,1513.095174,93590.76438,1558.087857,63143.27302,2922.548994,473236.0407,0.087843006,0.000524865,-118.2135239,1632.870728,152.9594879,463.5465393,-46.51535416,247.8320923,31.11946106,133.3310242,-17.27974129,153.9625244,6.265600681,121.8450546,-3.661274195,144.5416565,13.03739834,90.89912415,-13.11589336,82.27992249,15.69500446,79.82870483,-13.06741333,78.25350952,5.697542191,62.76623535,-10.69484711,52.49111557,0.998476207,64.60588837,-6.706962585,53.13398743,2.59055829,50.50255966,-9.807665825,63.12117767,0.160859093,58.35012817,-3.45060873,45.79085922,-7.421595097,46.83697891,country
117.4538352,-9.39E-05,0.032493256,-0.001388703,0.004010301,0.382780999,0.081820793,0.209497571,0.000802414,2966.086095,192897.1288,2848.106749,74510.07023,6349.153274,1179867.137,0.124161003,0.001262568,-20.7478714,380.4977417,62.9539299,156.526886,2.302431345,161.507309,30.7700882,93.13341522,6.971360683,62.17852783,6.502923012,115.3475723,6.319890976,69.13103485,9.867337227,72.46289825,3.435816288,52.18274689,9.378465652,55.2025795,-0.401444465,52.4792366,7.521360397,41.77042007,-0.983493745,43.44589615,4.021631241,36.67364502,-0.659697056,33.6911087,-0.061315175,39.2971344,-0.166441083,43.1411705,0.241560712,48.23729324,-5.440013409,33.74795532,1.827358246,44.11810303,country
129.1992188,-6.17E-05,0.037916306,-0.001364328,0.00550101,0.413791299,0.079298839,0.230527565,0.000445841,2937.89602,101829.4476,2839.611507,41014.33501,6279.31203,626612.4838,0.126987516,0.000877459,-7.974048615,361.3746948,62.72600555,93.1778717,-1.457149386,148.3534241,28.11717224,60.74995041,9.973575592,73.59988403,9.352960587,106.534996,5.418110847,49.60152435,9.824176788,53.32292557,3.028443813,60.79266739,8.428133011,54.78184891,0.312100947,48.34017944,6.545516014,38.08574295,0.736985505,31.04135513,-1.775277853,48.35458755,0.851125121,47.62919617,2.983987331,37.19592285,-2.765436888,46.10158157,2.823752165,48.79038239,-1.742741704,44.40573883,0.972084165,48.09470367,country
184.5703125,-2.52E-07,0.003940352,-8.80E-06,0.001129485,0.321364045,0.09031602,0.07506945,0.001024783,1719.132309,176032.4779,2141.802338,107089.1,3447.795818,1169275.581,0.068053254,0.000683655,-195.1390228,3122.669678,114.2876816,438.9615784,0.025299639,447.1259766,38.19279861,252.6443481,11.28398991,286.2073364,-6.062439919,230.0567169,1.22442925,161.3803864,-0.006475206,91.06542206,-15.42607307,153.3692169,-3.572890997,97.41493225,-6.12892437,91.96238708,-4.486631393,89.45555878,-0.116624534,64.00733948,-4.386417389,70.2387619,-9.425088882,66.8327179,-10.71874809,61.11457062,-6.543567181,42.89308548,-10.04821396,46.87335587,-7.251809597,46.94049454,-4.015783787,44.66126251,country
103.359375,-1.38E-06,0.000954166,3.91E-06,0.000652399,0.382654399,0.086297035,0.046263795,0.000175824,2391.32569,789956.6899,2469.806311,133266.6559,5067.861022,2372384.082,0.109571144,0.004803488,-191.9625092,3191.997559,91.55529022,924.2376099,2.958158255,522.2495728,26.65833092,235.5679626,1.282901406,222.716568,14.6662426,108.8643112,-5.220368862,164.2640228,5.868914604,105.1695862,-6.299600601,97.21069336,4.369324684,94.34441376,-4.251276016,76.5198288,5.171405792,72.37392426,-6.234056473,48.66243744,-1.153421998,57.03826523,-0.728323579,43.43211746,3.625305414,39.34235001,-5.940367699,54.28067017,1.296189308,37.82810974,-5.632458687,39.8730545,0.412500799,44.89125061,country
64.59960938,1.56E-06,0.002985943,-1.59E-05,0.000547466,0.321187139,0.087849386,0.055443756,0.001231687,857.7891096,285369.9282,1237.78291,170906.1603,1444.441266,1567240.494,0.035381872,0.00060605,-328.793396,7261.922363,167.0600586,951.2008667,13.04732513,1308.216675,28.79798508,333.662384,11.27405167,473.2838745,14.42305279,267.960907,11.70788574,119.5410461,7.791639805,119.0438766,-11.72775841,127.2934189,2.384354353,201.8955994,-8.344596863,94.49753571,-3.851943493,87.74347687,-6.724864006,73.87568665,-5.768260956,63.93932724,-8.259209633,71.98830414,-4.546731472,43.36472321,-1.056618571,64.13604736,-4.606397152,65.99173737,-2.864336729,42.49255753,-2.235802889,45.9433136,country
151.9990809,4.83E-07,0.006356495,5.70E-05,0.001195171,0.310322016,0.083086513,0.090676568,0.000976414,1784.27572,199781.4864,1840.084312,74626.31599,3556.653493,880754.0452,0.094129438,0.001610445,-165.4868011,1771.192871,117.8841095,625.3081665,-33.6097908,242.4572906,42.62024689,272.4889526,-1.385153413,122.3678894,3.833842278,77.17419434,7.173128128,78.81967163,-7.169503212,61.70598602,-1.631426215,66.3288269,0.87248379,67.05200958,-12.51631069,75.26329041,2.895231247,56.00557327,-12.36821079,73.85565948,-1.320188046,82.29714966,-6.638751984,65.21324158,-8.866573334,61.22329712,-5.108934879,89.14778137,-8.076595306,99.41561127,-4.263468742,76.93362427,-0.156531975,69.5509491,country
112.3471467,-1.43E-06,0.014082307,-4.18E-05,0.003224902,0.323634624,0.089248784,0.143642813,0.001684083,1600.231578,245989.8274,1826.444358,129321.2935,3007.031817,1192431.004,0.075816246,0.000791011,-109.9602127,2249.171875,134.7539978,829.5698242,-24.02513313,272.4714966,19.39399719,141.5214996,-4.406540394,186.9738007,-4.809254646,111.5296326,-7.805348873,99.74082947,-0.401867181,66.72263336,-5.421153545,70.60457611,-2.954974651,58.21024704,0.785654247,58.79682541,-4.766452789,57.18989563,-0.167434573,45.01885986,-1.694848776,54.36328125,-2.408140898,54.25919724,-1.959991574,48.3686142,-6.936617374,42.85613632,-4.067777157,42.05038834,-1.948001504,37.11758804,-5.786310673,37.82577133,country
112.3471467,4.01E-05,0.040182251,0.000169538,0.008403313,0.368841529,0.088061713,0.240676731,0.002416814,1922.607089,462668.0951,2392.13752,157302.9099,4215.541176,2209988.177,0.06955778,0.001774726,-56.98320007,1930.542236,108.8614883,589.9245605,6.343183994,255.7355804,26.85923576,170.080368,7.50232029,147.1656036,8.627361298,90.94963837,3.674559116,60.92128372,8.210604668,54.1697998,-3.911907673,58.30502701,4.446629047,63.73141098,-5.666413784,66.5697937,4.741940498,66.52429962,-1.160571814,54.9749527,4.225584984,42.64867401,-1.158638835,40.13818359,4.023519039,29.99711609,-7.209625244,44.97705078,5.927970886,49.54770279,-4.884523869,50.75551605,1.256335258,38.68951035,country
135.9991776,-1.40E-06,0.004452189,-6.33E-06,0.002597804,0.364744961,0.088165164,0.092667326,0.00104737,2951.907479,967045.8398,3036.164479,125535.6427,6568.810279,2667050.02,0.124742254,0.006666184,-124.6135559,2330.024658,72.51686096,592.5492554,16.71209145,309.9949341,18.24857521,180.2230835,12.22812557,120.9924774,8.091975212,80.15071106,7.981404305,66.8613205,-0.518587887,61.12796402,2.371370554,75.78177643,-0.560968816,58.20370102,-5.570782661,49.35914612,0.540818512,61.04980087,-5.066661358,61.55703354,-1.160471439,48.85896683,-3.582060814,47.48551178,-3.694043159,52.36280823,-0.176303446,68.24665833,-0.651607811,64.27555084,-4.144267082,62.76854706,-3.994787693,78.12380219,country
135.9991776,-6.30E-06,0.004688927,-0.000324131,0.002715738,0.403251529,0.082241282,0.095012777,0.001467047,2530.74725,392656.8617,2491.451024,133528.9295,5071.602666,1823590.262,0.134300019,0.002221259,-101.1697617,2676.890137,85.43631744,606.6599121,-19.6925106,314.6202393,20.58916092,162.0300903,9.972668648,169.5444336,7.59161377,81.64659882,0.10585811,130.0936127,3.407482147,62.56437302,0.047247954,72.39311981,1.578209758,73.50457001,-1.44869566,48.69518661,-1.281295419,44.25897217,2.146948338,54.45498657,-4.792572498,47.10210037,-0.318646938,33.65805054,-0.431984395,32.02777481,-4.887964249,33.70602036,-2.994836807,29.79801178,1.084320068,36.83610535,-1.454359055,37.04650497,country
143.5546875,-8.90E-07,0.009379234,-2.10E-05,0.00249667,0.328347266,0.086299293,0.108645625,0.002739823,1589.675139,328811.4958,1806.062845,125298.3541,3159.77256,1548315.191,0.073914519,0.001351348,-170.8710022,5723.664063,124.807579,713.7617798,-19.24912643,584.5175171,39.19663239,374.4130554,-3.739182234,251.3852081,15.27863789,154.7225037,-12.95811939,125.92836,8.522621155,85.1214447,-11.8276062,129.0818481,11.31624031,146.8853455,-13.76940155,70.44777679,3.095904827,114.7257385,-10.07247734,77.32408905,2.891289473,98.33680725,-5.47557497,53.87602234,2.53183341,93.32228088,-9.193980217,96.10621643,1.076442122,80.58805847,-3.570827246,66.40159607,-6.721265316,68.50237274,country
99.38401442,2.84E-06,0.005085698,8.81E-05,0.003022882,0.375930905,0.081570491,0.100015283,0.001146309,2322.072178,543719.6448,2545.572141,155927.2229,4581.113965,2652885.793,0.104371251,0.002557978,-120.3616867,1673.25769,95.34443665,716.8921509,-6.011808395,317.5983276,25.17373466,298.4631958,20.97052383,226.2022247,-7.133125305,187.772049,8.559544563,80.64276123,2.439198494,97.77951813,-14.67228317,89.444664,9.288550377,140.2654266,-2.364389896,88.04116821,-3.154365301,69.30738068,0.610159278,51.3130455,-4.426454544,66.21604919,-7.451793194,58.29351425,-0.441693485,51.85107803,-3.587104082,51.09521484,-5.022727966,47.04301834,-2.522709608,35.88400269,-4.746931076,33.36900711,country
83.35433468,-7.91E-08,0.001695086,-1.02E-05,0.000129373,0.30542177,0.098818235,0.038872898,0.000469719,1495.431718,625977.753,2331.783937,247126.6585,3052.531542,4413781.687,0.035481267,0.001899293,-353.2290649,6470.322754,110.6604843,799.0943604,32.80338669,701.0157471,24.19217682,275.9937439,18.7702198,232.0287323,5.928615093,124.2211227,-1.762345314,113.124054,3.887332439,87.14842224,-2.983952761,103.9808426,-1.900697112,59.61865616,-2.868022919,85.15182495,-0.965016067,97.15576172,-6.479883194,66.3102417,-4.24325943,54.12029648,-3.750992775,64.75766754,-6.012602329,65.91325378,-7.186444759,72.91233063,-2.490521193,41.89061737,-4.02893877,65.9998703,-3.417521954,60.40500259,country
73.828125,2.18E-06,0.005457389,-6.43E-06,0.000737999,0.347253233,0.089137942,0.079920396,0.001132221,1565.431223,412706.8082,2016.069774,149455.4188,3188.930717,1996198.463,0.05730313,0.001580572,-200.5527344,4030.861084,119.6748962,999.7589722,-3.610737085,306.3250732,31.94875336,272.0661621,9.960270882,204.0241852,15.30082321,175.088623,0.645900607,99.24041748,0.237602144,95.61301422,-4.484940052,73.81338501,-2.311618328,82.39561462,-5.2566576,64.2345047,-2.467951059,53.47187042,-6.048295498,68.56452942,-0.800009131,66.97485352,-4.699652672,42.37363434,-11.29313755,47.36378479,-8.870809555,53.4738121,-8.0735569,47.32594681,-3.161044121,58.46994781,0.330750823,68.16202545,country
129.1992188,7.59E-06,0.007678876,0.000175003,0.002278359,0.397806495,0.082298741,0.113248326,0.000584243,2633.922461,821345.6988,2898.567268,233788.97,5807.38155,4561030.976,0.095856185,0.002871549,-111.6745453,2633.774902,82.25551605,806.5048828,13.06912994,390.7522888,31.9406662,174.3079224,23.69386292,141.0825195,-0.526065707,135.5721588,12.02927589,82.77285767,3.654295444,93.39419556,-5.741985798,154.8289642,3.333015442,57.78955841,1.42277503,58.77669144,0.776593328,49.29311752,0.563159227,52.31361389,-1.137108445,32.09210205,-1.751923323,30.39391518,0.557779729,43.03144455,-2.319910288,41.67041397,-4.607291698,41.33041763,-0.620221376,29.19198418,-4.949401379,29.71093369,country
161.4990234,-0.000157273,0.029569698,-0.001313368,0.005624533,0.376894414,0.08374697,0.204363585,0.001915246,2174.033869,570638.8842,2280.888606,207005.3436,4347.882042,2578788.42,0.102564384,0.002366501,-57.73647308,1335.766724,95.7702179,824.1081543,-10.11716461,414.3720093,40.9803009,193.3740234,13.97751808,133.726944,-0.986509502,171.4411469,-0.183442771,107.1437912,7.431218624,100.9865112,-3.626954317,103.7382584,9.549538612,80.63449097,-2.93994236,74.62531281,2.432668686,80.23342133,1.996366262,53.30500031,-1.28558147,85.46208954,1.356409073,51.68288803,4.421022892,61.08110046,-6.525969505,63.75468063,-0.034700375,47.42950058,-1.414050937,41.1315918,-3.078824997,51.7533493,country
112.3471467,-4.48E-06,0.017405046,-3.61E-05,0.004832722,0.347993046,0.086595759,0.163847014,0.002492022,1796.174689,267473.5694,2148.556603,126471.7487,4163.958154,1618749.092,0.073270154,0.001029828,-101.3807449,3323.529297,120.4459381,402.4716187,-0.368685991,387.0327454,49.0291748,169.6419983,-15.8780508,127.8253098,19.85819817,109.7136612,-13.06594563,107.2823486,18.5703907,81.64858246,-15.69880772,100.8331985,15.24819469,93.33853912,-5.908309937,76.39463806,6.627423286,55.66559219,-10.35452747,69.42607117,7.079461575,44.90998459,-8.211847305,52.1979866,6.197216511,56.29497147,-8.38140583,53.35799026,2.922243118,64.47525787,-6.640623569,39.68198395,-1.317287803,44.64006424,country
151.9990809,-1.00E-06,0.006880095,-4.19E-06,0.001614515,0.379559636,0.07956937,0.10479077,0.000668161,1959.271916,356300.5032,2146.945003,103187.5333,4208.866216,1555453.587,0.094266248,0.002194959,-116.1586685,2438.584961,111.7409668,830.7296143,-5.251823902,328.5992432,34.00257111,98.14810181,-12.46225834,109.3990402,4.253869057,54.12723923,-14.42656994,68.44135284,8.500100136,86.39785767,-8.200857162,94.89131165,-1.344003916,52.15670395,-12.56185722,37.93422318,-5.006177902,41.50037384,-2.148254871,33.20072937,-1.836067557,39.196064,-8.271448135,49.16448212,-3.016475916,27.54223061,-5.46937418,27.61314201,-2.941390514,25.96275139,-2.636661291,33.48566437,-3.376646996,40.23487854,country
89.10290948,4.45E-09,0.005025289,-1.02E-05,0.001011132,0.357299596,0.080731958,0.088743068,0.000345404,1469.737976,284041.049,1959.917728,199378.7129,2966.673728,1852746.73,0.063856001,0.000816494,-171.3106842,3328.324707,137.3539886,1054.503906,7.962278366,128.9655151,28.54195595,92.90106964,2.709571362,144.4714508,-0.499754548,59.91685104,-2.957584858,34.54508972,-1.158593416,66.43058014,-6.159678459,55.76800919,-2.402455807,63.43513107,-5.85542202,51.62427902,-2.167338371,43.75886917,-5.343605042,35.86276627,-2.781348228,37.48560715,-1.569970369,39.7640152,1.295153975,26.39528465,-3.41313839,33.63450623,-0.895260632,48.46872711,2.632160425,32.95891953,-0.099929444,43.7349968,country
86.1328125,-2.21E-07,0.019870751,-6.45E-05,0.007179236,0.319790572,0.084806331,0.180661365,0.003432382,1965.183644,273257.3186,2036.594867,86672.58196,4059.808784,1097027.42,0.093017956,0.001528628,-80.2114563,2346.841553,108.1951218,516.5603638,-23.8334713,276.8756714,52.61116409,264.3128967,-6.428964138,195.7892303,15.06901264,136.1270905,-17.64986229,132.922287,9.736660957,102.7420654,-16.18111229,100.2861633,8.921028137,121.6373596,-15.95985222,91.4538269,8.013532639,79.25415039,-10.70337009,72.68096924,4.577195644,82.58596802,-4.961362362,57.10042572,4.001087189,65.06453705,-9.813263893,68.38646698,2.679477453,53.50580597,-8.18907547,57.18929672,-5.238352299,42.81009293,country
